id,reviews,score,cleanliness,communication,checkIn,accuracy,location,value
5067,1,3,4,2,5,1,4,1
5068,21,4,4,1,1,4,4,0
5069,25,0,2,0,2,1,2,5
5070,25,3,3,2,1,5,5,4
5071,7,3,1,2,2,5,3,5
5072,10,2,5,2,4,3,3,4
5073,17,3,4,2,2,3,0,1
5074,0,3,5,1,3,3,5,2
5075,7,4,3,5,2,4,0,1
5076,20,0,1,2,3,2,2,2
5077,16,0,5,4,1,2,3,0
5078,16,2,0,2,5,2,0,0
5079,7,2,4,5,3,2,0,5
5080,22,4,2,5,1,5,3,3
5081,2,3,5,1,3,3,3,5
5082,18,1,0,5,4,0,5,4
5083,6,1,1,3,5,0,1,4
5084,13,5,0,1,0,0,2,0
5085,13,5,0,2,0,4,2,1
5086,29,1,3,0,4,0,3,0
5087,15,1,3,5,2,2,3,1
5088,0,5,3,1,4,0,0,2
5089,1,2,0,4,3,0,3,2
5090,2,4,0,3,3,5,0,1
5091,19,1,3,4,0,4,3,3
5092,4,3,2,4,0,2,2,5
5093,2,1,4,1,0,3,4,3
5094,9,5,3,5,0,0,5,2
5095,22,1,5,0,1,5,4,5
5096,7,4,2,3,4,2,5,4
5097,19,5,2,2,5,2,2,4
5098,2,2,1,1,5,5,5,4
5099,27,5,0,2,5,2,4,0
5100,19,3,0,3,5,5,1,2
5101,12,4,3,3,4,1,1,2
5102,22,2,4,2,5,4,3,1
5103,15,0,4,0,4,3,5,0
5104,1,4,4,3,4,4,0,5
5105,16,4,5,5,0,5,0,4
5106,21,5,0,0,5,4,1,3
5107,24,3,0,0,3,2,0,5
5108,19,5,2,2,4,5,2,0
5109,3,5,1,3,3,3,2,2
5110,21,2,5,0,2,1,3,5
5111,5,1,5,3,5,5,3,2
5112,29,1,3,1,0,3,2,3
5113,0,4,4,2,4,3,0,0
5114,15,2,0,1,0,3,5,3
5115,12,2,3,0,0,5,1,5
5116,27,5,5,4,1,4,2,5
5117,6,4,2,0,2,5,2,3
5118,22,3,4,5,2,3,3,5
5119,20,2,1,3,5,3,3,0
5120,2,1,4,3,1,0,0,4
5121,26,5,5,3,3,5,2,4
5122,9,0,2,1,3,2,3,5
5123,29,4,4,3,5,0,2,2
5124,9,3,5,0,5,5,0,2
5125,23,5,5,0,0,4,5,5
5126,11,4,4,4,5,0,3,3
5127,6,0,1,1,5,3,2,2
5128,6,4,0,5,0,1,0,0
5129,18,0,4,0,1,4,4,0
5130,9,3,1,2,2,1,1,0
5131,20,3,5,0,5,2,2,0
5132,21,3,3,2,5,5,4,2
5133,22,1,4,0,5,4,5,1
5134,17,4,2,2,2,4,1,3
5135,5,4,3,1,4,5,1,5
5136,27,4,1,4,3,3,1,1
5137,22,3,2,4,5,2,5,1
5138,2,0,2,3,4,1,5,3
5139,6,1,1,5,1,3,3,3
5140,0,0,1,4,3,1,1,2
5141,13,3,0,5,2,1,1,2
5142,25,1,0,5,5,2,0,5
5143,23,0,2,5,5,4,5,2
5144,0,2,1,2,4,0,2,3
5145,16,1,0,4,5,2,2,2
5146,6,5,5,3,3,3,4,0
5147,2,4,3,1,3,1,0,5
5148,19,5,4,0,5,3,5,3
5149,2,2,1,1,0,2,0,4
5150,6,1,4,2,2,0,2,0
5151,9,2,5,1,2,5,5,4
5152,27,3,5,4,4,5,4,2
5153,16,5,2,2,5,5,4,5
5154,19,2,5,4,2,4,4,0
5155,29,5,4,1,3,1,5,4
5156,6,2,2,0,1,2,0,4
5157,21,1,0,3,2,1,0,2
5158,14,3,2,2,1,1,2,1
5159,11,5,4,2,0,5,1,2
5160,13,0,4,2,4,3,5,1
5161,16,3,0,0,1,4,5,5
5162,8,1,2,0,1,3,3,3
5163,6,0,4,4,5,3,3,0
5164,10,2,4,5,2,1,2,1
5165,17,0,0,1,4,4,3,1
5166,2,5,3,2,2,3,2,4
5167,0,3,3,4,5,3,1,4
5168,26,0,4,1,0,4,0,2
5169,12,3,3,2,2,0,5,0
5170,24,4,4,2,0,1,3,3
5171,16,1,5,3,5,1,1,1
5172,25,1,1,3,3,5,5,4
5173,13,0,5,2,2,2,5,1
5174,26,4,3,4,1,0,5,5
5175,22,0,1,0,0,2,4,4
5176,4,3,0,5,4,1,5,1
5177,21,2,1,2,2,3,5,2
5178,1,4,5,1,2,3,2,2
5179,14,5,2,5,1,2,2,4
5180,5,0,1,2,5,0,2,3
5181,0,0,5,3,5,2,0,4
5182,28,1,5,5,1,4,4,3
5183,16,4,2,5,5,1,2,4
5184,29,4,3,0,0,1,3,4
5185,14,0,4,0,0,4,1,4
5186,18,4,1,2,0,0,5,3
5187,27,5,3,4,1,5,3,0
5188,10,2,0,4,5,4,4,3
5189,11,2,2,0,2,5,0,5
5190,24,5,4,4,1,5,2,4
5191,27,1,3,4,2,1,1,2
5192,11,0,0,1,1,2,4,3
5193,24,2,0,2,1,4,5,3
5194,8,1,3,4,1,0,4,3
5195,5,5,5,0,2,4,3,1
5196,6,2,3,3,0,3,4,1
5197,14,0,0,3,4,2,0,1
5198,27,3,5,2,5,4,5,0
5199,28,1,5,1,4,2,0,5
5200,17,0,4,1,3,2,0,1
5201,4,3,2,1,0,2,0,0
5202,3,1,0,4,2,3,1,1
5203,26,4,4,2,3,2,3,2
5204,12,2,3,2,2,3,3,4
5205,17,4,1,0,5,1,5,5
5206,21,0,5,3,0,2,0,1
5207,25,1,3,3,2,2,4,0
5208,25,0,2,3,5,5,0,2
5209,18,5,5,5,4,1,3,4
5210,28,2,1,1,1,3,5,2
5211,14,2,4,1,1,3,1,5
5212,13,2,4,1,0,1,0,4
5213,26,3,1,4,5,5,4,5
5214,18,4,2,4,1,3,0,5
5215,25,1,5,2,2,5,2,3
5216,18,2,5,2,4,0,4,5
5217,4,5,4,2,5,2,2,1
5218,12,4,5,2,1,5,0,2
5219,21,5,4,1,5,2,0,1
5220,8,3,0,3,0,1,5,2
5221,9,4,0,3,5,3,3,4
5222,2,3,0,2,5,1,2,5
5223,15,1,3,5,1,1,3,0
5224,8,3,5,5,1,1,1,2
5225,11,2,1,1,1,2,4,3
5226,18,4,1,2,3,1,4,5
5227,6,3,5,0,0,1,5,2
5228,10,5,2,2,2,3,2,3
5229,16,3,3,3,5,3,4,3
5230,15,2,0,1,4,2,4,4
5231,13,2,2,5,3,5,2,2
5232,1,1,3,0,5,0,1,5
5233,26,4,2,4,4,5,3,2
5234,2,4,2,4,3,0,2,3
5235,23,5,0,5,5,3,1,1
5236,22,2,2,1,5,3,5,3
5237,21,4,0,4,1,3,1,4
5238,25,0,5,2,5,4,2,0
5239,11,5,2,3,5,0,2,5
5240,18,5,3,1,0,5,5,0
5241,26,2,2,5,5,2,5,5
5242,27,5,5,5,3,2,2,2
5243,16,5,4,4,3,0,0,5
5244,1,4,3,0,3,2,2,3
5245,10,3,1,5,3,3,3,4
5246,17,2,1,1,3,5,4,0
5247,5,4,0,0,1,4,5,5
5248,14,5,1,1,5,3,3,0
5249,20,1,5,0,5,0,3,2
5250,17,3,0,1,2,1,1,5
5251,13,4,1,2,0,0,2,5
5252,25,1,0,0,1,3,3,0
5253,16,5,0,4,2,1,2,4
5254,11,0,3,0,5,0,2,4
5255,1,2,2,2,4,1,4,3
5256,11,5,0,5,1,3,3,4
5257,1,2,5,0,1,5,4,1
5258,5,1,3,2,1,0,2,0
5259,7,2,0,3,1,3,3,4
5260,0,4,5,4,0,4,5,5
5261,16,0,4,3,4,2,2,2
5262,0,4,0,3,4,0,2,1
5263,23,1,0,2,1,3,1,3
5264,19,4,5,1,3,1,4,4
5265,19,0,5,1,2,3,4,0
5266,13,1,5,1,2,5,0,4
5267,17,5,4,4,4,0,0,0
5268,13,3,3,2,1,4,5,2
5269,11,5,0,2,0,5,4,4
5270,8,0,1,3,1,0,0,3
5271,28,2,2,1,4,3,0,4
5272,29,1,4,0,0,0,2,3
5273,4,3,1,0,0,0,3,4
5274,17,5,3,4,0,2,5,1
5275,24,0,4,4,2,5,5,2
5276,16,4,0,3,0,5,3,2
5277,18,0,4,4,4,3,4,2
5278,20,0,2,3,1,4,0,3
5279,3,1,3,3,1,0,2,3
5280,26,0,0,2,4,3,4,0
5281,16,2,1,0,1,4,2,5
5282,29,3,5,1,0,4,0,3
5283,7,3,5,1,1,5,0,5
5284,20,1,1,5,0,3,3,5
5285,0,5,1,1,0,0,1,4
5286,17,3,3,5,2,4,0,4
5287,14,3,0,0,2,4,5,1
5288,21,0,3,3,0,1,4,3
5289,11,5,1,0,0,5,2,4
5290,22,2,2,1,5,4,5,5
5291,7,0,5,4,4,3,4,4
5292,15,3,1,0,1,5,3,3
5293,6,0,4,1,2,3,2,2
5294,9,5,3,4,3,1,4,3
5295,7,1,0,3,4,3,3,1
5296,7,0,0,3,4,0,5,1
5297,24,1,5,0,1,1,2,1
5298,27,2,5,3,0,3,1,4
5299,17,0,4,3,3,2,0,0
5300,22,3,0,3,2,0,3,1
5301,20,2,1,0,4,4,5,2
5302,3,3,1,5,4,4,3,3
5303,9,4,0,3,5,4,1,0
5304,22,4,1,4,0,5,3,2
5305,10,5,2,5,1,3,0,2
5306,8,3,0,4,3,5,4,4
5307,28,2,3,3,3,3,1,0
5308,18,4,3,4,4,5,4,0
5309,3,0,5,1,5,4,1,5
5310,6,0,5,0,3,0,4,5
5311,5,5,4,4,1,4,0,2
5312,5,5,2,0,1,4,0,2
5313,12,0,4,3,4,4,2,5
5314,17,3,3,2,0,0,0,2
5315,6,3,4,0,2,0,0,3
5316,3,2,2,4,3,2,3,5
5317,0,5,0,5,0,3,2,3
5318,9,3,1,1,0,5,3,1
5319,2,2,5,3,0,4,2,1
5320,1,3,5,0,4,1,2,0
5321,20,5,4,4,2,3,2,1
5322,0,5,5,0,4,2,1,0
5323,11,3,2,4,4,0,4,4
5324,9,5,2,1,1,1,4,5
5325,2,0,0,2,1,5,4,2
5326,3,3,3,2,5,3,4,1
5327,26,1,0,0,3,2,4,2
5328,7,0,2,5,3,1,0,0
5329,6,3,3,0,3,1,3,0
5330,2,5,5,2,0,3,1,3
5331,24,3,1,0,1,2,4,5
5332,1,5,2,0,1,4,1,1
5333,8,3,0,1,2,5,5,3
5334,16,1,0,3,5,5,4,5
5335,9,1,4,1,5,2,4,2
5336,13,5,4,3,1,0,2,0
5337,13,4,3,3,4,4,2,1
5338,6,3,5,3,3,5,4,3
5339,27,2,4,5,1,3,1,0
5340,11,5,5,3,5,2,1,0
5341,28,5,1,2,4,5,1,0
5342,19,1,4,4,0,5,2,4
5343,21,5,4,1,2,4,3,4
5344,21,5,5,3,4,1,0,1
5345,11,5,2,1,5,1,0,1
5346,11,1,2,2,5,2,4,4
5347,0,4,3,4,0,5,0,1
5348,12,4,3,1,1,2,0,1
5349,4,2,2,1,0,3,5,2
5350,11,2,1,0,5,4,4,1
5351,21,2,4,2,4,3,0,3
5352,4,2,3,1,3,5,4,0
5353,9,0,3,4,5,2,3,4
5354,24,0,2,2,1,2,3,4
5355,0,2,1,3,0,1,1,5
5356,2,3,4,5,1,3,0,1
5357,10,1,2,1,4,4,2,0
5358,6,0,0,3,0,0,1,4
5359,8,5,2,1,0,4,1,1
5360,19,0,3,4,5,2,3,3
5361,7,0,2,5,2,5,5,2
5362,5,5,3,1,1,1,4,4
5363,24,2,2,2,4,5,1,3
5364,12,1,3,2,3,1,2,2
5365,23,5,3,3,4,5,2,1
5366,14,3,2,3,0,3,2,3
5367,9,3,4,1,0,5,0,4
5368,0,5,3,1,1,5,2,3
5369,9,3,4,3,1,3,3,0
5370,26,2,3,1,2,2,5,1
5371,24,5,3,5,2,0,1,2
5372,21,4,3,2,5,4,3,5
5373,26,2,1,2,0,2,1,3
5374,23,4,4,0,4,3,4,0
5375,3,5,4,5,3,5,4,3
5376,7,4,1,2,1,5,3,0
5377,21,3,0,0,0,5,3,0
5378,23,1,3,5,2,2,5,0
5379,0,5,1,0,0,0,3,2
5380,20,0,1,2,4,4,3,1
5381,6,3,4,5,3,5,4,3
5382,22,2,1,5,3,0,0,0
5383,16,3,3,3,0,4,1,1
5384,14,0,4,3,3,2,3,4
5385,25,2,3,2,2,2,5,3
5386,25,5,1,5,5,0,1,0
5387,21,4,1,3,5,0,3,4
5388,17,4,1,3,0,3,5,1
5389,1,1,5,0,0,0,0,5
5390,14,5,5,4,4,2,4,5
5391,25,1,3,1,4,1,1,1
5392,14,5,4,2,4,5,3,0
5393,6,3,3,2,5,5,1,0
5394,29,3,4,5,0,4,5,3
5395,25,1,5,0,3,2,3,2
5396,2,0,1,3,0,3,5,4
5397,18,5,2,1,4,2,1,5
5398,20,4,2,2,4,0,4,5
5399,29,4,2,2,1,3,0,5
5400,28,1,5,2,4,0,1,4
5401,4,1,4,2,5,0,0,4
5402,0,0,4,5,5,3,0,3
5403,13,2,5,5,3,3,0,0
5404,14,4,1,2,0,5,0,5
5405,5,3,5,3,1,4,4,5
5406,17,2,4,5,1,3,4,1
5407,24,3,0,5,5,1,3,3
5408,15,3,4,4,4,2,5,5
5409,29,0,4,4,5,5,1,3
5410,12,4,2,1,3,2,2,2
5411,21,2,0,5,3,4,5,0
5412,24,3,3,0,0,4,3,0
5413,1,1,2,0,3,1,5,3
5414,7,5,0,0,2,2,0,4
5415,17,2,5,0,1,4,0,2
5416,5,4,1,4,4,3,1,5
5417,0,3,1,1,1,3,2,0
5418,1,3,4,1,3,1,0,2
5419,12,2,5,4,0,2,1,4
5420,18,2,4,3,4,4,5,5
5421,23,0,2,2,1,3,5,0
5422,28,0,3,2,2,1,4,4
5423,19,0,2,5,0,2,0,0
5424,27,4,2,4,2,1,4,1
5425,27,1,0,4,4,3,0,1
5426,1,1,4,4,0,1,5,0
5427,16,3,0,4,1,1,3,4
5428,6,0,1,1,1,3,4,1
5429,17,0,1,3,1,4,3,1
5430,5,3,2,4,3,2,1,0
5431,28,0,5,1,3,3,5,2
5432,26,0,4,1,1,1,4,0
5433,29,1,2,5,0,2,0,1
5434,7,3,5,3,1,5,3,2
5435,16,2,1,4,3,1,1,2
5436,15,3,2,3,5,4,2,5
5437,25,5,5,4,3,0,0,1
5438,7,5,4,5,2,5,5,1
5439,1,1,2,2,5,5,3,0
5440,21,3,1,5,5,3,0,3
5441,20,2,0,4,5,5,5,4
5442,6,3,4,0,5,3,4,4
5443,1,0,5,3,5,3,4,5
5444,29,1,0,1,1,4,2,5
5445,8,3,3,5,2,1,5,0
5446,23,4,5,2,3,3,0,4
5447,25,4,3,3,2,0,0,4
5448,2,3,5,1,3,2,5,1
5449,5,4,5,5,1,4,0,1
5450,9,2,3,5,1,5,3,0
5451,28,5,1,5,3,1,3,5
5452,25,5,5,1,4,3,1,5
5453,28,4,4,0,0,0,3,0
5454,27,5,3,4,4,2,1,2
5455,10,1,4,0,3,1,1,0
5456,25,5,1,5,2,3,0,3
5457,1,1,5,4,4,2,3,4
5458,20,1,1,5,5,1,0,2
5459,25,5,2,1,3,4,3,0
5460,6,4,1,5,0,1,0,1
5461,8,0,0,0,5,1,1,3
5462,5,0,1,1,2,1,1,3
5463,13,3,2,1,5,0,1,1
5464,5,3,0,0,2,0,4,3
5465,25,1,3,2,0,0,1,0
5466,9,2,5,3,1,1,1,5
5467,8,1,0,5,2,3,1,2
5468,12,4,3,2,1,5,2,1
5469,7,2,2,1,0,5,3,4
5470,23,0,2,2,0,0,3,1
5471,15,2,4,3,4,1,0,5
5472,28,0,1,3,5,4,5,3
5473,24,0,5,2,0,3,3,5
5474,20,0,3,1,3,1,4,2
5475,21,5,3,2,4,3,5,0
5476,22,1,1,5,5,0,4,5
5477,9,3,3,5,0,1,0,1
5478,22,1,3,1,3,3,0,3
5479,14,3,4,3,5,0,5,5
5480,19,5,5,0,2,2,0,1
5481,17,5,1,1,3,1,3,5
5482,13,1,1,0,2,3,5,0
5483,13,2,2,3,2,5,5,5
5484,19,0,1,3,2,5,3,5
5485,17,2,3,2,3,4,0,2
5486,0,5,4,5,3,1,3,4
5487,25,2,5,0,1,5,3,1
5488,22,1,2,2,1,0,3,5
5489,26,2,0,5,3,3,3,4
5490,28,0,3,2,2,4,4,4
5491,8,4,1,1,1,1,1,1
5492,12,3,0,3,5,5,3,4
5493,27,4,2,5,4,3,3,0
5494,1,1,1,1,5,5,2,5
5495,22,0,2,3,2,4,4,2
5496,27,3,5,3,3,1,2,2
5497,24,4,1,3,1,3,4,4
5498,5,1,1,1,0,3,0,4
5499,24,1,5,1,1,5,4,5
5500,14,3,5,3,0,3,2,0
5501,11,0,1,3,1,5,4,5
5502,22,2,1,4,5,5,0,0
5503,24,5,5,1,0,0,5,5
5504,21,1,3,4,1,4,2,5
5505,16,3,4,2,0,3,3,1
5506,26,0,5,3,3,5,4,2
5507,23,4,4,5,5,0,5,5
5508,5,2,4,4,5,5,4,0
5509,7,1,5,0,0,2,2,5
5510,14,5,1,0,1,3,0,5
5511,14,4,2,1,5,2,3,3
5512,23,0,2,2,1,4,3,2
5513,18,0,5,4,0,1,0,5
5514,6,4,4,3,5,1,0,4
5515,26,0,2,0,1,1,3,1
5516,12,0,5,5,4,3,4,2
5517,12,3,5,3,2,5,0,5
5518,0,0,1,0,2,2,0,5
5519,10,0,4,1,2,2,1,3
5520,0,0,1,1,3,4,0,1
5521,27,4,4,1,2,1,2,2
5522,12,0,4,1,2,5,0,4
5523,16,0,2,1,2,4,5,5
5524,29,3,5,1,0,3,3,4
5525,3,5,5,1,2,4,1,3
5526,11,4,1,0,2,5,4,1
5527,3,0,5,1,3,0,4,0
5528,29,5,1,4,4,2,4,3
5529,6,0,0,3,1,1,3,4
5530,27,5,1,3,4,5,2,5
5531,27,3,3,5,2,1,2,1
5532,3,5,2,2,5,5,5,1
5533,2,2,5,0,3,1,1,3
5534,26,4,0,5,0,4,4,1
5535,28,3,1,4,0,5,0,4
5536,15,2,3,5,3,4,1,0
5537,3,5,4,0,3,1,5,4
5538,16,2,0,0,5,1,0,0
5539,20,3,3,5,0,5,5,0
5540,15,5,5,2,2,1,0,5
5541,15,0,2,5,4,5,3,5
5542,5,4,5,1,3,3,1,4
5543,8,0,2,2,4,0,2,2
5544,14,4,0,0,3,1,1,4
5545,17,1,5,4,5,2,2,2
5546,11,2,1,1,0,2,5,1
5547,27,2,3,2,3,3,4,5
5548,10,3,1,5,5,0,1,3
5549,1,2,2,1,5,1,1,3
5550,16,1,4,1,5,2,5,1
5551,4,3,1,0,0,1,3,4
5552,12,4,5,2,2,2,5,1
5553,9,2,1,0,1,3,4,5
5554,9,0,0,2,4,4,2,5
5555,27,3,2,0,0,4,5,3
5556,23,0,4,3,1,4,3,3
5557,20,2,0,0,5,4,2,3
5558,1,5,1,4,1,0,4,0
5559,1,4,3,5,5,0,2,0
5560,4,2,1,2,0,2,3,0
5561,14,5,2,4,2,2,3,0
5562,24,3,4,0,3,3,2,2
5563,14,3,2,4,0,1,5,5
5564,7,3,5,0,2,5,1,3
5565,27,1,0,1,2,4,4,3
5566,24,0,1,3,2,0,5,0
5567,16,0,0,4,1,3,1,1
5568,21,3,4,0,5,2,0,2
5569,15,4,3,2,5,2,5,0
5570,7,4,3,2,2,4,4,2
5571,12,5,4,4,0,0,5,2
5572,28,3,5,2,4,0,3,1
5573,18,2,3,0,1,0,1,3
5574,5,1,5,4,2,5,5,3
5575,2,0,2,2,5,5,1,0
5576,5,4,2,3,2,1,1,5
5577,12,0,2,1,1,4,2,3
5578,29,5,2,1,1,4,0,2
5579,17,5,4,4,5,5,1,2
5580,29,0,2,4,2,0,5,5
5581,9,2,3,3,4,1,3,0
5582,0,3,1,4,5,0,0,5
5583,3,0,0,0,2,5,0,5
5584,3,4,2,3,3,3,3,5
5585,13,4,5,3,3,5,0,4
5586,17,3,3,2,3,2,0,0
5587,18,1,5,2,2,5,0,4
5588,5,0,5,0,2,4,0,2
5589,17,0,5,5,3,3,0,5
5590,1,3,1,2,1,5,1,3
5591,27,1,5,0,4,0,0,0
5592,8,1,2,0,5,0,0,3
5593,22,2,2,2,1,0,1,0
5594,21,3,3,5,5,5,4,3
5595,25,0,3,2,3,2,4,2
5596,29,2,4,1,0,3,1,0
5597,23,1,1,5,0,0,5,2
5598,26,3,1,2,1,4,3,0
5599,25,1,0,3,0,0,3,5
5600,9,1,5,0,3,5,3,5
5601,19,3,1,0,1,5,3,3
5602,11,4,0,5,1,2,5,4
5603,17,4,4,2,0,4,2,0
5604,6,5,3,1,3,0,0,1
5605,9,3,5,2,2,2,2,5
5606,22,3,1,1,2,2,3,4
5607,29,5,3,5,3,1,3,0
5608,20,4,4,0,2,4,2,4
5609,2,1,3,2,1,5,4,2
5610,14,0,1,5,3,4,1,2
5611,11,1,0,3,5,4,3,3
5612,23,4,4,3,5,2,2,3
5613,9,4,5,2,3,3,3,0
5614,27,0,1,0,0,2,0,3
5615,8,4,4,3,3,0,4,2
5616,28,3,1,3,0,2,4,1
5617,16,3,3,0,0,4,5,3
5618,29,3,3,3,5,2,4,0
5619,16,3,4,3,1,4,1,5
5620,21,1,3,4,5,4,0,4
5621,28,0,4,2,1,0,2,2
5622,21,4,0,3,4,5,1,2
5623,17,3,2,5,2,5,5,5
5624,2,4,5,2,5,3,3,1
5625,27,3,1,3,4,2,2,0
5626,23,1,4,0,1,4,2,0
5627,25,0,0,5,0,4,4,1
5628,20,2,5,0,4,4,0,1
5629,20,0,2,0,2,0,5,3
5630,7,5,5,2,0,5,2,3
5631,0,1,1,2,1,0,0,4
5632,1,3,0,5,3,3,4,5
5633,6,4,3,1,2,5,4,5
5634,23,1,0,0,1,0,1,1
5635,4,4,1,2,2,5,5,5
5636,22,1,5,5,1,2,1,2
5637,13,0,2,2,5,2,5,4
5638,5,0,3,3,1,3,3,5
5639,22,3,5,1,1,2,5,3
5640,5,3,1,1,3,3,0,3
5641,18,5,0,5,1,4,5,5
5642,17,0,1,1,1,5,2,1
5643,25,1,3,5,3,4,2,3
5644,0,2,4,5,3,2,0,2
5645,11,4,2,2,4,1,0,0
5646,1,3,2,5,0,5,4,1
5647,24,0,3,3,3,0,4,4
5648,20,3,3,3,4,3,1,0
5649,28,0,2,0,1,4,4,2
5650,0,5,4,2,0,1,4,1
5651,3,0,0,4,5,1,1,3
5652,19,0,3,2,0,4,2,1
5653,6,3,5,1,3,2,5,0
5654,8,4,1,4,5,0,2,1
5655,13,1,4,0,3,3,5,0
5656,7,1,4,0,2,3,5,0
5657,20,0,5,1,1,4,3,2
5658,17,2,4,5,3,2,5,0
5659,8,4,4,1,5,4,1,1
5660,2,0,5,0,4,2,2,3
5661,0,1,1,1,5,0,3,0
5662,26,0,4,0,2,3,1,1
5663,6,1,0,3,0,1,1,0
5664,16,0,1,1,3,1,2,3
5665,14,4,0,2,3,4,5,5
5666,22,4,1,3,5,2,3,2
5667,25,1,1,5,1,3,3,1
5668,4,0,4,0,2,4,1,0
5669,28,4,4,5,3,5,5,0
5670,9,0,3,0,1,3,2,3
5671,8,1,0,0,5,1,5,1
5672,29,3,5,5,0,0,0,1
5673,14,3,1,0,3,4,0,3
5674,10,4,3,3,0,1,0,2
5675,14,4,2,1,2,0,1,4
5676,14,2,5,3,0,4,0,1
5677,7,0,0,0,4,5,4,1
5678,20,4,2,1,0,0,3,0
5679,20,2,3,3,5,3,4,1
5680,19,0,2,5,3,2,3,0
5681,19,3,2,1,5,2,2,0
5682,27,5,0,5,1,3,4,3
5683,15,3,2,0,4,0,2,5
5684,27,2,2,3,4,5,5,3
5685,3,1,5,0,4,2,0,3
5686,15,5,0,4,1,4,5,1
5687,26,5,5,0,3,0,5,2
5688,6,4,5,5,5,0,3,2
5689,5,2,2,2,2,1,0,1
5690,10,1,2,2,2,4,5,2
5691,3,3,4,0,2,5,2,2
5692,28,5,2,2,4,0,1,1
5693,24,1,5,5,3,1,1,2
5694,9,1,2,1,0,2,4,3
5695,19,1,0,0,0,3,4,1
5696,28,5,1,1,3,0,3,1
5697,2,4,1,5,2,5,3,2
5698,12,2,5,3,2,4,5,5
5699,1,2,1,2,4,5,0,3
5700,11,3,5,3,4,1,3,5
5701,18,2,3,3,4,4,5,5
5702,4,3,5,0,0,3,5,1
5703,18,4,4,1,5,2,5,3
5704,26,2,2,3,2,5,3,0
5705,11,1,3,2,1,4,1,0
5706,24,3,4,0,4,4,0,5
5707,27,1,4,3,5,4,4,0
5708,12,2,4,0,4,0,0,4
5709,22,0,5,0,4,5,3,1
5710,8,5,1,2,0,2,4,3
5711,8,0,4,4,5,1,2,0
5712,25,0,0,1,1,4,0,5
5713,16,5,3,0,1,2,4,1
5714,19,0,3,5,4,5,1,2
5715,21,4,3,5,1,4,5,0
5716,15,0,5,3,2,1,4,1
5717,3,5,4,2,5,1,5,3
5718,27,3,4,4,4,2,5,4
5719,5,5,5,0,1,3,3,3
5720,17,3,1,1,2,0,4,5
5721,26,2,4,0,3,0,5,4
5722,2,4,4,3,4,1,1,1
5723,10,4,4,1,3,2,5,5
5724,20,0,4,4,2,5,5,1
5725,8,2,1,4,2,1,4,1
5726,0,5,0,0,4,3,0,1
5727,10,2,3,4,5,4,3,3
5728,26,2,2,4,2,4,1,3
5729,8,1,1,0,3,3,4,2
5730,8,2,3,2,4,5,5,4
5731,11,2,5,0,0,2,2,2
5732,6,1,3,2,4,0,2,1
5733,20,3,1,0,0,5,3,1
5734,26,3,2,5,2,0,1,1
5735,2,3,5,3,2,4,4,0
5736,5,5,0,2,1,0,4,4
5737,2,3,5,5,4,2,2,4
5738,0,0,4,3,4,1,1,1
5739,6,3,3,3,0,5,2,5
5740,18,5,4,2,0,2,0,4
5741,27,4,2,0,1,1,5,3
5742,6,1,2,5,5,1,4,5
5743,10,3,3,4,2,2,2,0
5744,4,3,2,2,3,3,5,5
5745,14,0,2,0,1,1,5,3
5746,14,4,0,5,0,4,4,0
5747,1,1,2,0,2,1,0,0
5748,22,3,0,1,4,1,3,2
5749,2,1,0,5,2,5,0,5
5750,15,1,5,0,4,2,5,2
5751,18,3,2,0,0,5,0,3
5752,2,3,5,3,1,1,1,5
5753,14,2,4,5,2,3,1,2
5754,28,2,2,5,1,2,3,3
5755,25,1,4,5,2,0,4,1
5756,13,0,2,2,4,1,0,0
5757,25,2,1,5,5,3,3,2
5758,23,5,1,1,3,0,5,5
5759,16,2,3,4,4,4,0,0
5760,6,3,5,4,4,0,1,1
5761,26,4,2,4,3,4,3,0
5762,26,2,4,0,3,4,3,1
5763,11,4,1,1,1,1,2,2
5764,8,3,0,0,4,4,0,3
5765,19,0,4,5,2,0,1,2
5766,26,5,3,0,0,4,4,0
5767,3,0,5,4,1,5,5,1
5768,2,5,0,4,3,1,2,4
5769,2,3,0,1,0,1,5,1
5770,17,0,1,5,1,4,1,3
5771,4,0,4,3,0,1,2,4
5772,0,3,5,4,1,4,3,0
5773,19,5,1,1,1,3,3,4
5774,20,4,0,1,0,4,2,2
5775,8,1,3,0,0,5,0,1
5776,15,5,4,4,5,2,0,2
5777,4,1,4,3,0,2,5,0
5778,20,5,2,3,3,4,5,3
5779,27,5,3,2,3,2,3,3
5780,3,5,5,3,0,3,5,2
5781,3,3,5,2,3,1,4,0
5782,7,2,1,1,2,5,4,3
5783,23,0,5,4,1,4,1,5
5784,5,0,2,4,4,2,0,3
5785,10,3,3,0,2,3,0,3
5786,9,2,2,3,4,0,4,4
5787,9,2,0,2,1,2,5,2
5788,17,1,0,5,5,5,3,2
5789,1,5,4,0,0,1,0,3
5790,21,1,3,5,0,5,4,1
5791,25,2,2,5,4,0,5,5
5792,9,3,5,5,1,5,4,2
5793,6,1,1,1,1,0,3,0
5794,22,3,1,5,5,5,5,2
5795,25,5,2,1,2,3,2,5
5796,28,4,1,5,3,1,5,0
5797,14,3,3,1,4,1,3,4
5798,9,3,3,4,4,2,4,4
5799,9,0,4,1,4,4,0,2
5800,0,1,2,5,1,2,3,2
5801,24,1,5,3,1,4,1,0
